RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,,ROUND,SQRT,ROUND Q,MAX BALANCE #,250898.09,RANK,LEFT,RIGHT,LEN
6007,15636395,King,529,France,Female,31,5,0,2,1,0,26817.23,0,,0,0,0,,,8687,F,636395,4
6008,15712772,Onwubiko,757,France,Male,28,3,75381.15,1,1,1,199727.72,0,,75381,274.5560052,275,,,14,M,712772,8
6009,15700937,Romano,767,Spain,Female,24,5,0,2,1,1,67445.85,0,,0,0,0,,,6652,F,700937,6
6010,15766659,Okwudilichukwu,525,Spain,Male,33,5,0,2,1,0,161002.29,0,,0,0,0,,,1952,M,766659,14
6011,15814033,Milano,759,Spain,Male,38,1,0,2,1,0,20778.39,0,,0,0,0,,,8971,M,814033,6
6012,15783007,Parker,520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1,,123086,350.8361441,351,,,8001,F,783007,6
6013,15654183,Aitken,738,France,Female,26,3,0,2,1,0,67484.16,0,,0,0,0,,,6650,F,654183,6
6014,15609899,Obiora,548,Spain,Male,37,4,0,1,1,0,121763.68,0,,0,0,0,,,3891,M,609899,6
6015,15747323,Vasilyeva,535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1,,109472,330.8655316,331,,,2139,M,747323,9
6016,15582591,Chiabuotu,615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0,,155766,394.6720157,395,,,4463,M,582591,9
6017,15738835,Slater,850,Germany,Male,38,7,101985.81,2,0,0,43801.27,0,,101986,319.3524699,319,,,7860,M,738835,6
6018,15782404,Hughes,487,France,Female,34,2,96019.5,1,0,0,9085,0,,96020,309.8709409,310,,,9550,F,782404,6
6019,15697480,Menkens,731,France,Male,30,7,0,2,0,1,143086.09,0,,0,0,0,,,2821,M,697480,7
6020,15697045,Pisani,726,Spain,Female,35,9,0,2,0,1,100556.98,0,,0,0,0,,,4983,F,697045,6
6021,15781234,Y?an,609,France,Female,35,2,147900.43,1,1,0,140000.29,0,,147900,384.5776905,385,,,2976,F,781234,4
6022,15579891,Milani,714,France,Male,52,4,100755.66,1,1,1,186775.25,0,,100756,317.4208563,317,,,662,M,579891,6
6023,15805690,Chin,694,Spain,Female,35,7,0,1,1,0,133570.43,1,,0,0,0,,,3293,F,805690,4
6024,15612139,Fu,786,France,Female,33,0,83036.05,1,0,1,154990.58,1,,83036,288.159678,288,,,2238,F,612139,2
6025,15568834,Howells,698,Spain,Male,27,6,125427.37,2,0,0,27654.44,0,,125427,354.156745,354,,,8633,M,568834,7
6026,15709917,Ni,601,France,Female,46,3,98202.76,1,0,0,137763.93,0,,98203,313.373579,313,,,3086,F,709917,2
6027,15718843,Maslova,769,Spain,Male,41,1,72509.91,1,1,0,25723.73,0,,72510,269.2768093,269,,,8747,M,718843,7
6028,15799494,Forster,850,Germany,Male,44,3,140393.65,2,0,1,186285.52,0,,140394,374.6918734,375,,,680,M,799494,7
6029,15673439,Sun,646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1,,142645,377.6837301,378,,,2865,F,673439,3
6030,15669011,Bocharova,659,France,Female,44,9,23503.31,1,0,1,169862.01,1,,23503,153.3068818,153,,,1525,F,669011,9
6031,15581388,Y?an,487,Spain,Male,33,8,145729.71,1,1,0,41365.85,0,,145730,381.7459888,382,,,7981,M,581388,4
6032,15743153,Singh,740,Germany,Female,40,2,122295.17,2,1,1,30812.84,0,,122295,349.7070202,350,,,8490,F,743153,5
6033,15579787,Nkemakonam,686,France,Male,39,4,0,2,1,0,155023.93,0,,0,0,0,,,2236,M,579787,10
6034,15759966,Chiemenam,612,Spain,Female,36,5,119799.27,2,1,0,159416.58,0,,119799,346.1199214,346,,,2031,F,759966,9
6035,15601045,Angelo,655,Spain,Male,37,8,163708.58,2,0,0,76259.23,0,,163709,404.6096885,405,,,6223,M,601045,6
6036,15764021,Frolov,617,France,Male,34,1,61687.33,2,1,0,105965.25,0,,61687,248.3686776,248,,,4675,M,764021,6
6037,15687218,West,674,France,Female,27,4,79144.34,1,0,1,50743.83,0,,79144,281.3254343,281,,,7515,F,687218,4
6038,15626452,Beatham,711,Spain,Male,32,5,0,2,1,1,147720.27,0,,0,0,0,,,2572,M,626452,7
6039,15700964,Pollard,624,Germany,Female,27,7,104848.68,1,1,1,167387.36,0,,104849,323.803953,324,,,1643,F,700964,7
6040,15768887,Hsing,597,Spain,Male,26,5,0,2,0,1,95159.13,0,,0,0,0,,,5219,M,768887,5
6041,15735358,Dowse,682,Spain,Male,46,4,0,1,1,1,4654.28,0,,0,0,0,,,9754,M,735358,5
6042,15749472,Lucciano,775,France,Male,45,8,0,1,1,0,130376.68,0,,0,0,0,,,3467,M,749472,8
6043,15685872,Godfrey,727,France,Female,29,1,146652.01,1,1,1,173486.39,0,,146652,382.9516941,383,,,1337,F,685872,7
6044,15760851,Gratton,629,France,Male,31,6,0,2,1,0,93881.75,0,,0,0,0,,,5289,M,760851,7
6045,15734588,Manning,684,France,Male,46,0,0,2,1,1,36376.97,0,,0,0,0,,,8206,M,734588,7
6046,15784594,Mazzi,549,Germany,Female,37,1,130622.34,2,1,1,128499.94,0,,130622,361.4166571,361,,,3544,F,784594,5
6047,15606435,Wall,593,Germany,Male,69,2,187013.13,2,0,1,105898.69,0,,187013,432.4499971,432,,,4677,M,606435,4
6048,15790247,Sims,536,Spain,Male,40,9,0,2,1,1,11959.03,0,,0,0,0,,,9403,M,790247,4
6049,15676433,Allan,707,France,Female,36,6,0,1,0,0,98810.78,0,,0,0,0,,,5063,F,676433,5
6050,15625905,Griffen,592,Spain,Male,41,0,0,2,1,0,65906.07,0,,0,0,0,,,6724,M,625905,7
6051,15626414,Russell,703,France,Male,44,6,98862.54,1,1,0,151516.7,0,,98863,314.4248718,314,,,2391,M,626414,7
6052,15623220,Brown,723,Spain,Female,45,4,0,2,1,0,37214.39,0,,0,0,0,,,8162,F,623220,5
6053,15752857,Palerma,452,Germany,Male,52,1,98443.14,2,0,0,92033.98,0,,98443,313.7562748,314,,,5402,M,752857,7
6054,15677908,Gilbert,552,Spain,Male,42,4,0,2,0,0,195692.3,0,,0,0,0,,,230,M,677908,7
6055,15773013,Uvarov,633,France,Female,47,0,0,1,1,1,6342.84,1,,0,0,0,,,9670,F,773013,6
6056,15623972,Wisdom,479,Germany,Female,23,9,123575.51,1,0,1,95148.28,0,,123576,351.5337822,352,,,5221,F,623972,6
6057,15738627,Hussain,768,France,Male,25,6,0,2,1,1,21215.67,0,,0,0,0,,,8953,M,738627,7
6058,15643392,Woods,742,France,Male,31,4,105239.1,1,1,1,19700.24,0,,105239,324.4056103,324,,,9029,M,643392,5
6059,15684868,Cameron,668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1,,110994,333.1576204,333,,,3261,M,684868,7
6060,15627854,Mai,707,Spain,Male,44,3,0,2,1,1,135077.01,0,,0,0,0,,,3219,M,627854,3
6061,15669253,Gibson,754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1,,157692,397.1045202,397,,,3290,M,669253,6
6062,15758023,Grigoryeva,544,Germany,Male,47,5,105245.21,1,0,0,99922.08,1,,105245,324.4148579,324,,,5013,M,758023,10
6063,15574558,Gunter,718,Spain,Male,32,8,0,2,1,1,41399.33,0,,0,0,0,,,7979,M,574558,6
6064,15635256,Arcuri,762,France,Male,31,7,117687.35,1,1,1,159344.43,0,,117687,343.0553891,343,,,2033,M,635256,6
6065,15680399,Tung,772,France,Male,23,2,0,2,1,0,18364.19,0,,0,0,0,,,9100,M,680399,4
6066,15674720,Smith,691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1,,123068,350.8104902,351,,,5090,F,674720,5
6067,15580249,Lori,502,France,Male,45,0,0,1,0,0,84663.21,0,,0,0,0,,,5772,M,580249,4
6068,15675431,Chidimma,563,France,Female,34,6,0,2,0,0,36536.93,0,,0,0,0,,,8201,F,675431,8
6069,15698285,Ting,676,France,Female,41,4,101457.14,1,1,1,79101.67,0,,101457,318.5231546,319,,,6072,F,698285,4
6070,15810775,Tsao,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0,,100549,317.0946231,317,,,9173,M,810775,4
6071,15678173,Collee,629,Spain,Male,35,4,174588.8,2,0,1,158420.14,0,,174589,417.8384855,418,,,2082,M,678173,6
6072,15665222,Lettiere,625,Spain,Male,52,8,121161.57,1,1,0,48988.28,0,,121162,348.0833234,348,,,7602,M,665222,8
6073,15803908,Fu,628,France,Male,45,9,0,2,1,1,96862.56,0,,0,0,0,,,5142,M,803908,2
6074,15586039,Bergamaschi,471,Germany,Female,36,5,90063.74,2,1,1,96366.7,0,,90064,300.1066477,300,,,5171,F,586039,11
6075,15802570,Dyer,811,France,Female,45,5,0,2,1,1,146123.19,0,,0,0,0,,,2662,F,802570,4
6076,15781451,Buccho,504,France,Male,42,3,134936.97,2,0,0,135178.91,0,,134937,367.3377193,367,,,3210,M,781451,6
6077,15721019,Jones,687,France,Female,24,3,110495.27,1,1,0,158615.41,0,,110495,332.407882,332,,,2069,F,721019,5
6078,15738588,Nebechi,660,Germany,Female,37,2,133200.09,1,0,0,71433.88,0,,133200,364.9657518,365,,,6459,F,738588,7
6079,15730657,Ibekwe,548,France,Female,41,4,82596.8,1,0,1,55672.09,0,,82597,287.396938,287,,,7265,F,730657,6
6080,15739292,Gorshkov,609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0,,103838,322.2390417,322,,,2447,M,739292,8
6081,15725945,Nweke,659,Spain,Female,42,2,0,1,0,0,162734.31,1,,0,0,0,,,1873,F,725945,5
6082,15813159,Hairston,526,France,Male,52,8,93590.47,1,0,1,21228.71,1,,93590,305.9248274,306,,,8951,M,813159,8
6083,15636820,Loggia,725,Germany,Male,40,8,104149.66,1,1,0,62027.9,0,,104150,322.7227913,323,,,6931,M,636820,6
6084,15603880,Morgan,519,Germany,Male,38,1,114141.64,1,1,1,60988.21,1,,114142,337.8490787,338,,,6980,M,603880,6
6085,15619494,Abdulov,562,Germany,Female,31,9,117153,1,1,1,108675.01,0,,117153,342.2762043,342,,,4548,F,619494,7
6086,15596992,Norris,482,Germany,Male,45,7,156353.46,1,1,0,72643.95,1,,156353,395.4149719,395,,,6406,M,596992,6
6087,15735025,Clark,535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0,,175535,418.9689726,419,,,9537,M,735025,5
6088,15730759,Chukwudi,561,France,Female,27,9,135637,1,1,0,153080.4,1,,135637,368.2892885,368,,,2313,F,730759,8
6089,15752912,Perkin,661,France,Female,30,7,0,2,1,0,72196.57,0,,0,0,0,,,6425,F,752912,6
6090,15711316,Ch'ang,771,France,Male,27,2,0,2,1,1,199527.34,0,,0,0,0,,,24,M,711316,6
6091,15738785,Kang,545,France,Male,26,7,0,2,0,1,156598.23,0,,0,0,0,,,2171,M,738785,4
6092,15777896,Chukwudi,850,Germany,Female,33,2,83415.04,1,0,1,74917.64,0,,83415,288.8165508,289,,,6282,F,777896,8
6093,15628963,Frolova,601,Germany,Male,43,3,141859.12,2,1,1,111249.62,0,,141859,376.6417396,377,,,4417,M,628963,7
6094,15742126,Chiu,712,Germany,Male,38,7,132767.66,2,1,1,59115.77,0,,132768,364.3734348,364,,,7084,M,742126,4
6095,15575623,Simpson,589,France,Female,31,10,110635.32,1,1,0,148218.86,0,,110635,332.6184,333,,,2552,F,575623,7
6096,15741652,McLean,600,Spain,Male,37,8,177657.35,1,1,1,77142.32,0,,177657,421.4937722,421,,,6181,M,741652,6
6097,15738884,Hu,642,Germany,Male,41,4,157777.58,1,1,0,67484.6,0,,157778,397.2127893,397,,,6649,M,738884,2
6098,15615050,Savage,575,Germany,Male,47,9,107915.94,2,1,1,63452.18,1,,107916,328.5057077,329,,,6852,M,615050,6
6099,15803005,Wallace,570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0,,86569,294.2261035,294,,,4802,F,803005,7
6100,15743498,Winter,532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1,,137756,371.1549542,371,,,1848,M,743498,6
6101,15720463,Ho,796,France,Male,30,2,137262.71,2,1,0,62905.29,0,,137263,370.4902158,370,,,6884,M,720463,2
6102,15588695,Su,833,Spain,Male,32,6,0,1,1,1,44323.22,1,,0,0,0,,,7835,M,588695,2
6103,15665802,Li Fonti,642,Spain,Female,36,6,0,2,1,1,97938.59,0,,0,0,0,,,5099,F,665802,8
6104,15571144,Ives,655,France,Male,28,10,0,2,0,1,126565.21,0,,0,0,0,,,3632,M,571144,4
6105,15750731,Trevisani,736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1,,116309,341.0410532,341,,,725,M,750731,9
6106,15605134,Bond,617,France,Female,34,0,131244.65,2,1,0,183229.02,0,,131245,362.2775179,362,,,826,F,605134,4
6107,15626044,Lettiere,762,Germany,Male,28,3,125155.83,2,1,1,106024.02,0,,125156,353.7739391,354,,,4670,M,626044,8
6108,15737910,Houghton,703,Germany,Male,35,5,140691.08,2,1,0,167810.26,0,,140691,375.0879897,375,,,1621,M,737910,8
6109,15761076,Lei,507,France,Male,41,3,58820.32,2,1,1,138536.09,0,,58820,242.5283489,243,,,3040,M,761076,3
6110,15710105,Stirling,581,Germany,Female,26,3,105099.45,1,1,1,184520,1,,105099,324.1897592,324,,,761,F,710105,8
6111,15577402,Grant,593,France,Male,31,9,0,2,0,1,20492.16,0,,0,0,0,,,8987,M,577402,5
6112,15803337,Baresi,648,France,Male,23,9,168372.52,1,1,0,134676.72,0,,168373,410.3327918,410,,,3242,M,803337,6
6113,15654372,Pearce,462,Germany,Male,34,1,94682.56,2,1,0,138478.2,0,,94683,307.7060285,308,,,3047,M,654372,6
6114,15585867,Rutledge,596,Spain,Male,36,2,0,2,0,1,125557.95,0,,0,0,0,,,3705,M,585867,8
6115,15662488,Udegbunam,627,France,Female,44,5,0,2,1,0,82969.61,1,,0,0,0,,,5867,F,662488,9
6116,15604813,Zaytseva,494,France,Male,40,7,0,2,0,1,158071.69,0,,0,0,0,,,2100,M,604813,8
6117,15611644,Onyemauchechukwu,627,France,Male,73,0,146329.73,1,0,1,43615.67,0,,146330,382.5310445,383,,,7865,M,611644,16
6118,15674928,Mullah,850,Spain,Male,37,2,0,2,1,0,119969.99,0,,0,0,0,,,3985,M,674928,6
6119,15656100,Candler,632,France,Female,49,5,167962.7,1,0,0,140201.21,0,,167963,409.8328928,410,,,2961,F,656100,7
6120,15764293,Konovalova,490,France,Male,33,1,0,2,1,1,80792.83,0,,0,0,0,,,5966,M,764293,10
6121,15636423,Lei,715,France,Male,40,7,0,1,1,1,141359.11,0,,0,0,0,,,2905,M,636423,3
6122,15607629,Hollis,679,France,Male,48,8,0,2,1,0,23344.94,0,,0,0,0,,,8853,M,607629,6
6123,15577313,Lionel,619,France,Male,44,3,116967.68,1,1,0,5075.17,1,,116968,342.0058479,342,,,9733,M,577313,6
6124,15714493,Francis,465,Spain,Female,33,6,0,2,1,1,95500.98,0,,0,0,0,,,5206,F,714493,7
6125,15643359,Carter,736,Spain,Male,32,7,0,1,0,1,79082.62,0,,0,0,0,,,6076,M,643359,6
6126,15687913,Mai,501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0,,93244,305.3588053,305,,,10,F,687913,3
6127,15790935,Johnson,535,France,Female,29,5,0,2,0,1,52709.55,0,,0,0,0,,,7417,F,790935,7
6128,15708693,Sherman,759,France,Female,33,2,0,2,1,0,56583.88,0,,0,0,0,,,7215,F,708693,7
6129,15672016,Sabbatini,819,France,Male,35,1,0,2,0,1,3385.04,0,,0,0,0,,,9826,M,672016,9
6130,15727605,Shih,533,Germany,Male,43,4,80442.06,2,0,1,12537.42,0,,80442,283.6229892,284,,,9371,M,727605,4
6131,15651144,Yao,632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0,,150561,388.0219066,388,,,6794,F,651144,3
6132,15749401,Ko,686,France,Male,60,9,0,3,1,1,75246.21,1,,0,0,0,,,6273,M,749401,2
6133,15691874,Kazakova,687,France,Female,34,9,125474.44,1,1,0,198929.84,0,,125474,354.2230935,354,,,57,F,691874,8
6134,15620735,Chiganu,667,Germany,Female,33,4,127076.68,2,1,0,69011.66,0,,127077,356.4786109,356,,,6575,F,620735,7
6135,15769781,Nucci,699,Spain,Female,25,8,0,2,1,1,52404.47,0,,0,0,0,,,7432,F,769781,5
6136,15624611,Marsden,497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0,,128650,358.6781287,359,,,1820,M,624611,7
6137,15773071,Serena,780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0,,145581,381.550783,382,,,2253,F,773071,6
6138,15720371,McLean,652,France,Female,51,3,0,1,1,0,173989.47,1,,0,0,0,,,1307,F,720371,6
6139,15717984,Longo,477,France,Male,47,9,144900.58,1,1,0,61315.37,1,,144901,380.6586397,381,,,6965,M,717984,5
6140,15806407,Wilson,652,France,Female,37,4,0,2,1,0,143393.24,0,,0,0,0,,,2803,F,806407,6
6141,15785042,Hsiung,488,France,Female,31,8,97588.6,1,0,0,124210.53,0,,97589,312.3923815,312,,,3769,F,785042,6
6142,15809302,Wright,572,France,Male,24,1,0,2,1,1,151460.84,0,,0,0,0,,,2393,M,809302,6
6143,15677550,Folliero,755,France,Female,38,1,0,2,1,0,20734.81,0,,0,0,0,,,8973,F,677550,8
6144,15654096,Johnston,779,Germany,Female,24,10,122200.31,2,1,0,43705.56,0,,122200,349.5711659,350,,,7861,F,654096,8
6145,15617320,Palermo,693,Spain,Female,46,3,151709.33,1,1,0,180736.24,0,,151709,389.4983954,389,,,943,F,617320,7
6146,15653065,Nwabugwu,530,Spain,Female,22,7,0,2,1,0,104170.48,0,,0,0,0,,,4770,F,653065,8
6147,15649112,Endrizzi,738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0,,122134,349.4767517,349,,,8624,F,649112,8
6148,15690526,Tuan,690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0,,137260,370.4861671,370,,,7278,M,690526,4
6149,15806945,Udobata,611,France,Female,30,9,88594.14,1,1,0,196332.45,0,,88594,297.6474425,298,,,198,F,806945,7
6150,15670066,Ibezimako,643,Spain,Male,34,6,0,2,1,1,116046.22,0,,0,0,0,,,4186,M,670066,9
6151,15625761,Maclean,632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1,,127205,356.6580996,357,,,5290,M,625761,7
6152,15761525,Shaw,727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0,,96997,311.4434138,311,,,6205,F,761525,4
6153,15735080,Cummins,508,France,Female,64,2,0,1,1,1,6076.62,0,,0,0,0,,,9685,F,735080,7
6154,15619537,Lavrentiev,550,France,Male,31,5,142200.19,2,1,1,122221.71,0,,142200,377.0941527,377,,,3866,M,619537,10
6155,15598162,Saunders,754,Germany,Female,39,3,160761.41,1,1,1,24156.03,0,,160761,400.9501216,401,,,8826,F,598162,8
6156,15694300,Fiorentino,759,France,Male,26,4,0,2,1,0,135394.62,0,,0,0,0,,,3201,M,694300,10
6157,15637235,Knight,794,Spain,Male,33,8,0,2,0,0,91340.02,0,,0,0,0,,,5441,M,637235,6
6158,15612444,Manfrin,549,France,Male,29,3,0,2,1,0,146090.38,0,,0,0,0,,,2664,M,612444,7
6159,15626457,Zetticci,671,France,Male,31,0,116234.61,1,1,0,172096.08,0,,116235,340.9325446,341,,,1407,M,626457,8
6160,15627995,Angelo,756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1,,155144,393.8832314,394,,,3221,F,627995,6
6161,15706128,Zhdanov,632,France,Female,21,1,0,2,1,0,84008.66,0,,0,0,0,,,5811,F,706128,7
6162,15666430,Peck,579,France,Male,38,8,0,2,0,0,91763.67,0,,0,0,0,,,5419,M,666430,4
6163,15627385,Uwaezuoke,748,France,Male,34,5,84009.47,1,1,1,137001.1,0,,84009,289.843061,290,,,3125,M,627385,9
6164,15581323,White,488,Germany,Female,28,7,139246.22,2,1,0,106799.49,0,,139246,373.1568035,373,,,4638,F,581323,5
6165,15608109,Greco,710,Germany,Male,58,7,170113,2,0,1,10494.64,0,,170113,412.4475724,412,,,9467,M,608109,5
6166,15801942,Chu,619,Spain,Female,41,8,0,3,1,1,79866.73,1,,0,0,0,,,6024,F,801942,3
6167,15567431,Kodilinyechukwu,773,France,Male,64,2,145578.28,1,0,1,186172.85,0,,145578,381.5468516,382,,,687,M,567431,15
6168,15810167,Scott,657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0,,126274,355.3505312,355,,,5421,M,810167,5
6169,15644501,Enyinnaya,579,France,Female,26,10,162482.76,1,1,1,18458.2,0,,162483,403.091801,403,,,9096,F,644501,9
6170,15785290,Hao,542,France,Male,29,9,0,1,1,0,8342.35,0,,0,0,0,,,9585,M,785290,3
6171,15611157,McElhone,709,France,Female,32,2,87814.89,1,1,0,138578.37,0,,87815,296.335958,296,,,3035,F,611157,8
6172,15673837,Ko,617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0,,113859,337.4299927,337,,,8127,M,673837,2
6173,15656822,Day,568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1,,87613,295.9949324,296,,,4617,M,656822,3
6174,15580560,Harris,769,France,Female,73,1,0,1,1,1,29792.11,0,,0,0,0,,,8533,F,580560,6
6175,15760641,Gerald,608,Germany,Male,26,1,106648.98,1,0,1,7063.6,0,,106649,326.5715848,327,,,9638,M,760641,6
6176,15587584,Nebeuwa,503,Spain,Male,31,4,0,2,1,1,21645.06,0,,0,0,0,,,8936,M,587584,7
6177,15604146,Kaodilinakachukwu,608,Germany,Female,38,8,103653.51,2,1,1,137079.86,0,,103654,321.9534128,322,,,3121,F,604146,17
6178,15813974,Maruff,731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1,,116881,341.8786334,342,,,1367,M,813974,6
6179,15746986,Howe,850,Germany,Female,40,4,97990.49,2,0,0,106691.02,0,,97990,313.0335445,313,,,4643,F,746986,4
6180,15759741,Knepper,591,Germany,Female,34,4,150635.3,1,1,1,72274.84,0,,150635,388.1172503,388,,,6423,F,759741,7
6181,15734892,Fennell,579,Spain,Male,37,4,0,2,1,1,32246.63,0,,0,0,0,,,8417,M,734892,7
6182,15797194,T'ao,570,France,Male,39,10,129674.89,2,1,0,80552.36,0,,129675,360.1041516,360,,,5985,M,797194,4
6183,15723786,Morris,709,France,Female,37,9,0,2,1,0,16733.59,0,,0,0,0,,,9166,F,723786,6
6184,15642726,Holmes,611,France,Male,53,3,83568.26,1,0,0,1235.49,0,,83568,289.0813034,289,,,9931,M,642726,6
6185,15664339,Yu,775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1,,178145,422.0722687,422,,,7540,M,664339,2
6186,15754526,Walker,699,Germany,Male,36,6,147137.74,1,1,1,33687.9,0,,147138,383.585714,384,,,8352,M,754526,6
6187,15703037,Edwards,618,France,Male,37,5,0,1,0,1,178705.45,1,,0,0,0,,,1053,M,703037,7
6188,15751412,Harvey,704,France,Male,36,3,114370.41,1,0,1,66810.48,0,,114370,338.1863392,338,,,6679,M,751412,6
6189,15609558,McDonald,835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1,,108289,329.0729402,329,,,7766,F,609558,8
6190,15572408,Chambers,714,Germany,Male,39,3,149887.49,2,1,0,63846.36,0,,149887,387.1524248,387,,,6834,M,572408,8
6191,15613923,Reed,581,Spain,Female,43,4,170172.9,1,0,1,100236.02,0,,170173,412.5203025,413,,,4999,F,613923,4
6192,15747000,Shih,592,France,Male,27,3,0,2,1,1,19645.65,0,,0,0,0,,,9033,M,747000,4
6193,15731781,Onyemachukwu,551,France,Male,43,7,0,2,1,0,178393.68,0,,0,0,0,,,1063,M,731781,12
6194,15727198,Teng,689,Germany,Female,28,2,64808.32,2,0,0,78591.15,0,,64808,254.5741542,255,,,6102,F,727198,4
6195,15794273,Hand,604,France,Female,56,0,62732.65,1,0,1,124954.56,0,,62733,250.4655665,250,,,3736,F,794273,4
6196,15804950,Onyemauchechukwu,514,France,Female,41,7,0,2,1,1,3756.65,0,,0,0,0,,,9801,F,804950,16
6197,15576304,Bailey,698,France,Male,29,5,95167.55,1,1,1,152723.23,0,,95168,308.4931118,308,,,2339,M,576304,6
6198,15645200,Chiang,581,Germany,Female,54,2,152508.99,1,1,0,187597.98,1,,152509,390.5240069,391,,,635,F,645200,6
6199,15779627,Maclean,573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0,,134644,366.938687,367,,,6516,M,779627,7
6200,15750755,Yobachi,449,Spain,Female,33,8,0,2,0,0,156792.89,0,,0,0,0,,,2160,F,750755,7
6201,15569654,Munro,850,Germany,Female,31,3,51293.47,1,0,0,35534.68,0,,51293,226.4795797,226,,,8261,F,569654,5
6202,15753079,Chidi,612,France,Male,41,5,0,3,0,0,151256.22,0,,0,0,0,,,2408,M,753079,5
6203,15684995,Chamberlain,690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0,,116623,341.5010981,342,,,7500,M,684995,11
6204,15790763,Trujillo,599,Spain,Female,49,2,0,2,1,0,111190.53,0,,0,0,0,,,4420,F,790763,8
6205,15766458,Tang,498,France,Male,33,1,198113.86,1,1,0,69664.35,0,,198114,445.0999888,445,,,6543,M,766458,4
6206,15616221,Wilson,497,France,Female,29,4,85646.81,1,0,0,63233.02,1,,85647,292.6550871,293,,,6861,F,616221,6
6207,15776124,Mann,802,Spain,Male,51,7,0,1,0,1,40855.79,0,,0,0,0,,,8008,M,776124,4
6208,15665811,Parry,644,France,Male,33,9,141234.98,1,1,0,95673.05,0,,141235,375.8124532,376,,,5197,M,665811,5
6209,15729804,Manfrin,714,France,Male,34,10,0,2,1,1,80234.14,0,,0,0,0,,,6001,M,729804,7
6210,15714062,Millar,690,France,Female,40,9,77641.99,1,0,0,189051.59,1,,77642,278.643141,279,,,553,F,714062,6
6211,15592197,Simmons,522,Spain,Male,30,3,0,2,1,0,145490.85,0,,0,0,0,,,2697,M,592197,7
6212,15793116,Beneventi,502,Germany,Female,40,7,117304.29,1,0,0,196278.32,0,,117304,342.4967153,342,,,201,F,793116,9
6213,15638231,Chung,730,Spain,Female,62,2,0,2,1,1,162889.1,0,,0,0,0,,,1863,F,638231,5
6214,15697678,Maxwell,590,Germany,Male,36,6,92340.69,2,1,1,174667.58,0,,92341,303.8766197,304,,,1276,M,697678,7
6215,15800412,Dale,458,Germany,Male,35,9,146780.52,2,1,1,3476.38,0,,146781,383.1200856,383,,,9818,M,800412,4
6216,15597610,Stevens,553,Spain,Male,41,6,144974.55,1,1,1,19344.92,0,,144975,380.7558273,381,,,9052,M,597610,7
6217,15726634,Wei,479,France,Male,47,1,0,1,1,0,95270.83,0,,0,0,0,,,5216,M,726634,3
6218,15670866,Chiu,693,France,Male,31,2,0,2,1,1,107759.31,0,,0,0,0,,,4595,M,670866,4
6219,15667462,Duncan,707,Spain,Male,43,10,0,2,1,0,118368.2,0,,0,0,0,,,4068,M,667462,6
6220,15662574,Brady,636,Spain,Male,37,1,115137.26,1,1,0,52484.01,0,,115137,339.3184345,339,,,7427,M,662574,5
6221,15716926,Macleod,807,France,Male,33,10,101952.97,2,1,0,178153.65,0,,101953,319.3007986,319,,,1081,M,716926,7
6222,15603554,Berkeley,513,France,Female,45,0,164649.52,3,1,0,49915.52,1,,164650,405.7708713,406,,,7550,F,603554,8
6223,15716800,Kaur,582,France,Male,31,2,0,2,1,1,33747.03,0,,0,0,0,,,8345,M,716800,4
6224,15679429,Bell,694,France,Male,32,0,91956.49,1,1,1,59961.81,0,,91956,303.2424772,303,,,7041,M,679429,4
6225,15616122,Nwokike,777,France,Male,39,8,0,2,1,1,18613.52,0,,0,0,0,,,9089,M,616122,7
6226,15742172,Williamson,598,Germany,Male,32,9,123938.6,2,1,0,198894.42,0,,123939,352.0497124,352,,,60,M,742172,10
